8	2	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	2	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	2	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	2	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	2	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	2	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	2	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	2	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	3	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	3	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	3	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	3	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	3	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	3	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	3	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	3	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	4	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	4	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	4	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	4	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	4	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	4	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	4	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	4	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	5	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	5	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	5	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	5	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	5	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	5	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	5	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	5	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	6	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	6	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	6	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	6	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	6	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	6	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	6	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	6	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	7	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	7	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	7	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	7	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	7	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	7	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	7	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	7	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	8	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	8	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	8	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	8	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	8	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	8	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	8	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	8	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	9	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	9	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	9	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	9	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	9	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	9	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	9	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	9	4	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	10	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	10	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	10	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	10	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	10	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	10	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	10	4	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	10	4	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	11	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	11	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	11	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	11	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	11	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	11	4	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	11	4	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	11	4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
